999,2542355
998,2561050
997,2556425
996,2568395
995,2548650
994,2573835
993,2550790
992,2559725
991,2568915
990,2552250
99,2576205
989,2572070
988,2554715
987,2560615
986,2536470
985,2565740
984,2567880
983,2573025
982,2581415
981,2539200
980,2560635
98,2544055
979,2539380
978,2549145
977,2544880
976,2557520
975,2558960
974,2565915
973,2553655
972,2565830
971,2566580
970,2573490
97,2552420
969,2570390
968,2547100
967,2539715
966,2571200
965,2539960
964,2540380
963,2552785
962,2565430
961,2589350
960,2597730
96,2557485
959,2554705
958,2562155
957,2562195
956,2554825
955,2560535
954,2574310
953,2533645
952,2566320
951,2582050
950,2554755
95,2555425
949,2569300
948,2570230
947,2567780
946,2535805
945,2561510
944,2574390
943,2564195
942,2579880
941,2553635
940,2554870
94,2588265
939,2577525
938,2585540
937,2574075
936,2581070
935,2561110
934,2537190
933,2557145
932,2573535
931,2585215
930,2576570
93,2558905
929,2540400
928,2558225
927,2550615
926,2552945
925,2562755
924,2577480
923,2555135
922,2559640
921,2557995
920,2553545
92,2546400
919,2569745
918,2583050
917,2555975
916,2540095
915,2546415
914,2548365
913,2551540
912,2553610
911,2549270
910,2553110
91,2545565
909,2567135
908,2569405
907,2571130
906,2561435
905,2572000
904,2585980
903,2572695
902,2574195
901,2557225
900,2566140
90,2567970
9,2565660
899,2561530
898,2537195
897,2563265
896,2580620
895,2588615
894,2568410
893,2563680
892,2575535
891,2592625
890,2550995
89,2550835
889,2567040
888,2567195
887,2564730
886,2534685
885,2566160
884,2550270
883,2547980
882,2556090
881,2561790
880,2556465
88,2567405
879,2558290
878,2594200
877,2558610
876,2566205
875,2586320
874,2557775
873,2564085
872,2567195
871,2567645
870,2577060
87,2554960
869,2555555
868,2561110
867,2567985
866,2557455
865,2547515
864,2578470
863,2582920
862,2584065
861,2550330
860,2571345
86,2545545
859,2586095
858,2553705
857,2558440
856,2549700
855,2572350
854,2568890
853,2577745
852,2567980
851,2561860
850,2556535
85,2556475
849,2587260
848,2546040
847,2563240
846,2560360
845,2555340
844,2558005
843,2551230
842,2568385
841,2563095
840,2547425
84,2550895
839,2554200
838,2554080
837,2568750
836,2558670
835,2566760
834,2558440
833,2586135
832,2576415
831,2544990
830,2579140
83,2565995
829,2571955
828,2573275
827,2574420
826,2570515
825,2566625
824,2559515
823,2544535
822,2541125
821,2564450
820,2564365
82,2569025
819,2558985
818,2590925
817,2555885
816,2568875
815,2568575
814,2558160
813,2559150
812,2571245
811,2574355
810,2562005
81,2562285
809,2549625
808,2550065
807,2574135
806,2571475
805,2554255
804,2562865
803,2549640
802,2565990
801,2555405
800,2579095
80,2568320
8,2580355
799,2582300
798,2585125
797,2541435
796,2569035
795,2565450
794,2567790
793,2544185
792,2551050
791,2564360
790,2593370
79,2578970
789,2561730
788,2563365
787,2543375
786,2551955
785,2569395
784,2557270
783,2568285
782,2543960
781,2560160
780,2571815
78,2559380
779,2562985
778,2575755
777,2568190
776,2562300
775,2572895
774,2582400
773,2550950
772,2559030
771,2542780
770,2551045
77,2576440
769,2559590
768,2538935
767,2554685
766,2556925
765,2577135
764,2559440
763,2560385
762,2560865
761,2540850
760,2556620
76,2580575
759,2557660
758,2552665
757,2552505
756,2574850
755,2545680
754,2573030
753,2563910
752,2581110
751,2555295
750,2555670
75,2580415
749,2562300
748,2545765
747,2576450
746,2567995
745,2566600
744,2550580
743,2540240
742,2589025
741,2558205
740,2538280
74,2579605
739,2596930
738,2566540
737,2561875
736,2566875
735,2571300
734,2558170
733,2565865
732,2536920
731,2560120
730,2545620
73,2549740
729,2562250
728,2568585
727,2566245
726,2574455
725,2544940
724,2556180
723,2563210
722,2557010
721,2581515
720,2568915
72,2557440
719,2560080
718,2547990
717,2560265
716,2561780
715,2550805
714,2542505
713,2563485
712,2552895
711,2550530
710,2569220
71,2568970
709,2548460
708,2576020
707,2538360
706,2528750
705,2568590
704,2572355
703,2557455
702,2565075
701,2555295
700,2542495
70,2581450
7,2563020
699,2596410
698,2527685
697,2568235
696,2564425
695,2563350
694,2564315
693,2570870
692,2570820
691,2567770
690,2581345
69,2567430
689,2563900
688,2551465
687,2558885
686,2542005
685,2561685
684,2573620
683,2571355
682,2557090
681,2562455
680,2582605
68,2547335
679,2553550
678,2582315
677,2552265
676,2549305
675,2578115
674,2552335
673,2550345
672,2567405
671,2566305
670,2556740
67,2582495
669,2570640
668,2576275
667,2569460
666,2563890
665,2590610
664,2567120
663,2563195
662,2559655
661,2568805
660,2563835
66,2559360
659,2574265
658,2564840
657,2550395
656,2551880
655,2561505
654,2528485
653,2558200
652,2556685
651,2550545
650,2553085
65,2549685
649,2549360
648,2566765
647,2578765
646,2568295
645,2543475
644,2564595
643,2550425
642,2560060
641,2570555
640,2558030
64,2535900
639,2556705
638,2554825
637,2530000
636,2531150
635,2569255
634,2576520
633,2578935
632,2560320
631,2551860
630,2548805
63,2550470
629,2563770
628,2559705
627,2562585
626,2556255
625,2544500
624,2563720
623,2577275
622,2577820
621,2550380
620,2577765
62,2566250
619,2557945
618,2582980
617,2588855
616,2580070
615,2555440
614,2562855
613,2540190
612,2557110
611,2579455
610,2556980
61,2592245
609,2592895
608,2587005
607,2545340
606,2559750
605,2565725
604,2551980
603,2553155
602,2556690
601,2558230
600,2547470
60,2552440
6,2559895
599,2558005
598,2568655
597,2542715
596,2559595
595,2599410
594,2564035
593,2551905
592,2559365
591,2537220
590,2562020
59,2556230
589,2562920
588,2552250
587,2554975
586,2567290
585,2538010
584,2577315
583,2565465
582,2549345
581,2568305
580,2561700
58,2571480
579,2575615
578,2544440
577,2562720
576,2559405
575,2550075
574,2523610
573,2576175
572,2564795
571,2557310
570,2549660
57,2572645
569,2557250
568,2570635
567,2569085
566,2564675
565,2544980
564,2555345
563,2560395
562,2561355
561,2570585
560,2542405
56,2543655
559,2555845
558,2561865
557,2580320
556,2550565
555,2568025
554,2556195
553,2558305
552,2563450
551,2549535
550,2552010
55,2552365
549,2558595
548,2563290
547,2562025
546,2557175
545,2578770
544,2552550
543,2565980
542,2564380
541,2573650
540,2551070
54,2560215
539,2590900
538,2569145
537,2537915
536,2574100
535,2557770
534,2548670
533,2566365
532,2577620
531,2554745
530,2567725
53,2569130
529,2559645
528,2567905
527,2569145
526,2559550
525,2561905
524,2556395
523,2549685
522,2560540
521,2572985
520,2553670
52,2543325
519,2579820
518,2567810
517,2591960
516,2561070
515,2563435
514,2589825
513,2584535
512,2555470
511,2548400
510,2556815
51,2551500
509,2556685
508,2558410
507,2560490
506,2552670
505,2557130
504,2557390
503,2549070
502,2533285
501,2555320
500,2550115
50,2541730
5,2569725
499,2581385
498,2561490
497,2575090
496,2564100
495,2554790
494,2537305
493,2577380
492,2553800
491,2546855
490,2582435
49,2562940
489,2560595
488,2560040
487,2567880
486,2564425
485,2552740
484,2550100
483,2561990
482,2574315
481,2589150
480,2562175
48,2564565
479,2575615
478,2558565
477,2564090
476,2552215
475,2533730
474,2550045
473,2580585
472,2572190
471,2569870
470,2549955
47,2551350
469,2577900
468,2561555
467,2546360
466,2542990
465,2536105
464,2580570
463,2557930
462,2562210
461,2552265
460,2561660
46,2578095
459,2581665
458,2580285
457,2559320
456,2583120
455,2558420
454,2570635
453,2550840
452,2575065
451,2560970
450,2559640
45,2556065
449,2557575
448,2582240
447,2569565
446,2562010
445,2536300
444,2553050
443,2542665
442,2575040
441,2545800
440,2566775
44,2543510
439,2569390
438,2575715
437,2554650
436,2575735
435,2556775
434,2546275
433,2554205
432,2561165
431,2571195
430,2551125
43,2542700
429,2551380
428,2567235
427,2584035
426,2581150
425,2556240
424,2554900
423,2563645
422,2548810
421,2595650
420,2551690
42,2567365
419,2560930
418,2569080
417,2554470
416,2540200
415,2548990
414,2584320
413,2574825
412,2556405
411,2567095
410,2566085
41,2585755
409,2559295
408,2560180
407,2583465
406,2575005
405,2558560
404,2562110
403,2568720
402,2547240
401,2549340
400,2552220
40,2566445
4,2543400
399,2567630
398,2552575
397,2562515
396,2567185
395,2546900
394,2575870
393,2555420
392,2562425
391,2567350
390,2562065
39,2527425
389,2568105
388,2578725
387,2569105
386,2563200
385,2573975
384,2561990
383,2579385
382,2563670
381,2546010
380,2558425
38,2566170
379,2550765
378,2569395
377,2566515
376,2572170
375,2556595
374,2541600
373,2567770
372,2560885
371,2567040
370,2569980
37,2560805
369,2564010
368,2553080
367,2586065
366,2558665
365,2551305
364,2564115
363,2576660
362,2551750
361,2557810
360,2565050
36,2541460
359,2566640
358,2553985
357,2550490
356,2552115
355,2544255
354,2577080
353,2572165
352,2573250
351,2560790
350,2570955
35,2572100
349,2575040
348,2557005
347,2582140
346,2547510
345,2572195
344,2543445
343,2582085
342,2559385
341,2533680
340,2563725
34,2561460
339,2566040
338,2575645
337,2552530
336,2568235
335,2561270
334,2553290
333,2543555
332,2575290
331,2563810
330,2545630
33,2551710
329,2563095
328,2561510
327,2564310
326,2574435
325,2590920
324,2552295
323,2552550
322,2587925
321,2576105
320,2583210
32,2566775
